fiercely,none,,
fondly,none,,
foolishly,none,,
fortunately,none,,
frankly,none,,
frantically,none,,
freely,none,,
frenetically,none,,
frightfully,none,,
fully,none,,
furiously,none,,
generally,none,,
generously,none,,
gently,none,,
gladly,none,,
gleefully,none,,
gracefully,none,,
gratefully,none,,
greatly,none,,
greedily,none,,
happily,none,,
hastily,none,,
healthily,none,,
heavily,none,,
helpfully,none,,
helplessly,none,,
highly,none,,
honestly,none,,
hopelessly,none,,
hourly,none,,
hungrily,none,,
immediately,none,,
innocently,none,,
inquisitively,none,,
instantly,none,,
intensely,none,,
intently,none,,
interestingly,none,,
inwardly,none,,
irritably,none,,
jaggedly,none,,
jealously,none,,
joshingly,none,,
joyfully,none,,
joyously,none,,
jovially,none,,
jubilantly,none,,
judgmentally,none,,
justly,none,,
keenly,none,,
kiddingly,none,,
kindheartedly,none,,
kindly,none,,
knavishly,none,,
knottily,none,,
knowingly,none,,
knowledgeably,none,,
kookily,none,,
lazily,none,,
less,none,,
lightly,none,,
likely,none,,
limply,none,,
lively,none,,
loftily,none,,
longingly,none,,
loosely,none,,
lovingly,none,,
loudly,none,,
loyally,none,,
madly,none,,
majestically,none,,
meaningfully,none,,
mechanically,none,,
merrily,none,,
miserably,none,,
mockingly,none,,
monthly,none,,
more,none,,
mortally,none,,
mostly,none,,
mysteriously,none,,
naturally,none,,
nearly,none,,
neatly,none,,
needily,none,,
nervously,none,,
never,none,,
nicely,none,,
noisily,none,,
not,none,,
obediently,none,,
obnoxiously,none,,
oddly,none,,
offensively,none,,
officially,none,,
often,none,,
only,none,,
openly,none,,
optimistically,none,,
overconfidently,none,,
owlishly,none,,
painfully,none,,
partially,none,,
patiently,none,,
perfectly,none,,
physically,none,,
playfully,none,,
politely,none,,
poorly,none,,
positively,none,,
potentially,none,,
powerfully,none,,
promptly,none,,
properly,none,,
punctually,none,,
quaintly,none,,
quarrelsomely,none,,
queasily,none,,
queerly,none,,
questionably,none,,
questioningly,none,,
quicker,none,,
quickly,none,,
quietly,none,,
quirkily,none,,
quizzically,none,,
rapidly,none,,
rarely,none,,
readily,none,,
really,none,,
reassuringly,none,,
recklessly,none,,
regularly,none,,
reluctantly,none,,
repeatedly,none,,
reproachfully,none,,
restfully,none,,
righteously,none,,
rightfully,none,,
rigidly,none,,
roughly,none,,
rudely,none,,
sadly,none,,
safely,none,,
scarcely,none,,
scarily,none,,
searchingly,none,,
sedately,none,,
seemingly,none,,
seldom,none,,
selfishly,none,,
separately,none,,
seriously,none,,
shakily,none,,
sharply,none,,
sheepishly,none,,
shrilly,none,,
shyly,none,,
silently,none,,
sleepily,none,,
slowly,none,,
smoothly,none,,
softly,none,,
solemnly,none,,
solidly,none,,
sometimes,none,,
soon,none,,
speedily,none,,
stealthily,none,,
sternly,none,,
strictly,none,,
successfully,none,,
suddenly,none,,
surprisingly,none,,
suspiciously,none,,
sweetly,none,,
swiftly,none,,
sympathetically,none,,
tenderly,none,,
tensely,none,,
terribly,none,,
thankfully,none,,
thoroughly,none,,
thoughtfully,none,,
tightly,none,,
tomorrow,none,,
too,none,,
tremendously,none,,
triumphantly,none,,
truly,none,,
truthfully,none,,
ultimately,none,,
unabashedly,none,,
unaccountably,none,,
unbearably,none,,
unethically,none,,
unexpectedly,none,,
unfortunately,none,,
unimpressively,none,,
unnaturally,none,,
unnecessarily,none,,
utterly,none,,
upbeat,none,,
upliftingly,none,,
upright,none,,
upside-down,none,,
upward,none,,
upwardly,none,,
urgently,none,,
usefully,none,,
uselessly,none,,
usually,none,,
utterly,none,,
vacantly,none,,
vaguely,none,,
vainly,none,,
valiantly,none,,
vastly,none,,
verbally,none,,
very,none,,
viciously,none,,
victoriously,none,,
violently,none,,
vivaciously,none,,
voluntarily,none,,
warmly,none,,
weakly,none,,
wearily,none,,
well,none,,
wetly,none,,
wholly,none,,
wildly,none,,
willfully,none,,
wisely,none,,
woefully,none,,
wonderfully,none,,
worriedly,none,,
wrongly,none,,
yawningly,none,,
yearly,none,,
yearningly,none,,
yesterday,none,,
yieldingly,none,,
youthfully,none,,
zealously,none,,
zestfully,none,,
zestily,none,,
